3816,56.21,60.69,59.59,0.036,2.70E-09,8.96E+08,167,25
3826,56.38,60.32,59.78,0.036,2.70E-09,8.96E+08,167,25
3836,56.21,60.32,60.32,0.036,2.70E-09,8.96E+08,167,25
3846,56.56,60.32,59.78,0.036,2.70E-09,8.96E+08,167,25
3856,56.38,60.32,59.96,0.036,2.70E-09,8.96E+08,167,25
3866,56.38,60.51,60.14,0.036,2.70E-09,8.96E+08,167,25
3876,56.73,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
3886,56.56,60.32,59.41,0.036,2.70E-09,8.96E+08,167,25
3896,56.56,60.51,60.14,0.036,2.70E-09,8.96E+08,167,25
3906,56.38,60.51,59.78,0.036,2.70E-09,8.96E+08,167,25
3916,56.73,60.51,59.96,0.036,2.70E-09,8.96E+08,167,25
3926,56.73,60.51,59.96,0.036,2.70E-09,8.96E+08,167,25
3936,56.91,60.88,59.96,0.036,2.70E-09,8.96E+08,167,25
3946,56.73,60.51,59.96,0.036,2.70E-09,8.96E+08,167,25
3957,56.91,61.06,59.96,0.036,2.70E-09,8.96E+08,167,25
3967,56.91,60.32,59.78,0.036,2.70E-09,8.96E+08,167,25
3977,57.26,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
3987,57.09,60.32,59.96,0.036,2.70E-09,8.96E+08,167,25
3997,56.91,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
4007,57.44,60.32,59.78,0.036,2.70E-09,8.96E+08,167,25
4017,57.09,60.14,60.14,0.036,2.70E-09,8.96E+08,167,25
4027,57.26,60.51,59.96,0.036,2.70E-09,8.96E+08,167,25
4037,57.26,60.88,59.96,0.036,2.70E-09,8.96E+08,167,25
4047,57.26,60.51,60.14,0.036,2.70E-09,8.96E+08,167,25
4057,57.26,60.51,59.59,0.036,2.70E-09,8.96E+08,167,25
4067,57.26,60.32,59.59,0.036,2.70E-09,8.96E+08,167,25
4077,57.26,60.51,59.96,0.036,2.70E-09,8.96E+08,167,25
4087,57.44,59.96,59.59,0.036,2.70E-09,8.96E+08,167,25
4097,57.44,60.14,59.78,0.036,2.70E-09,8.96E+08,167,25
4107,57.8,60.51,60.14,0.036,2.70E-09,8.96E+08,167,25
4117,57.62,60.51,60.14,0.036,2.70E-09,8.96E+08,167,25
4127,57.62,61.06,60.69,0.036,2.70E-09,8.96E+08,167,25
4137,57.62,60.51,60.51,0.036,2.70E-09,8.96E+08,167,25
4147,57.62,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
4157,57.8,60.14,60.32,0.036,2.70E-09,8.96E+08,167,25
4167,57.8,59.96,59.96,0.036,2.70E-09,8.96E+08,167,25
4177,57.44,59.23,59.23,0.036,2.70E-09,8.96E+08,167,25
4187,57.8,59.59,59.41,0.036,2.70E-09,8.96E+08,167,25
4197,57.8,59.78,59.59,0.036,2.70E-09,8.96E+08,167,25
4207,57.8,59.96,59.59,0.036,2.70E-09,8.96E+08,167,25
4217,57.8,59.78,59.78,0.036,2.70E-09,8.96E+08,167,25
4227,57.8,59.78,59.78,0.036,2.70E-09,8.96E+08,167,25
4237,57.62,59.78,59.96,0.036,2.70E-09,8.96E+08,167,25
4247,58.15,60.14,60.14,0.036,2.70E-09,8.96E+08,167,25
4257,57.97,60.14,60.32,0.036,2.70E-09,8.96E+08,167,25
4267,57.62,59.96,59.78,0.036,2.70E-09,8.96E+08,167,25
4277,57.97,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
4287,58.15,60.51,60.14,0.036,2.70E-09,8.96E+08,167,25
4297,58.33,60.14,60.14,0.036,2.70E-09,8.96E+08,167,25
4307,58.15,60.14,60.14,0.036,2.70E-09,8.96E+08,167,25
4317,58.15,60.32,60.14,0.036,2.70E-09,8.96E+08,167,25
4327,58.15,59.96,60.14,0.036,2.70E-09,8.96E+08,167,25
4337,58.33,59.96,60.32,0.036,2.70E-09,8.96E+08,167,25
4347,58.15,59.41,59.59,0.036,2.70E-09,8.96E+08,167,25
4357,58.15,59.23,59.41,0.036,2.70E-09,8.96E+08,167,25
4367,58.33,59.78,59.41,0.036,2.70E-09,8.96E+08,167,25
4377,58.33,59.96,59.23,0.036,2.70E-09,8.96E+08,167,25
4387,58.33,60.51,59.59,0.036,2.70E-09,8.96E+08,167,25
4397,58.15,60.32,59.96,0.036,2.70E-09,8.96E+08,167,25
4407,58.51,60.69,59.96,0.036,2.70E-09,8.96E+08,167,25
4417,58.51,60.88,60.14,0.036,2.70E-09,8.96E+08,167,25
4427,58.51,61.06,59.78,0.036,2.70E-09,8.96E+08,167,25
4437,58.51,60.69,59.96,0.036,2.70E-09,8.96E+08,167,25
4447,58.51,60.88,60.14,0.036,2.70E-09,8.96E+08,167,25
4457,58.33,60.51,59.78,0.036,2.70E-09,8.96E+08,167,25
4467,58.69,60.69,59.78,0.036,2.70E-09,8.96E+08,167,25
4477,58.87,60.69,60.14,0.036,2.70E-09,8.96E+08,167,25
4487,58.51,60.88,60.32,0.036,2.70E-09,8.96E+08,167,25
4497,58.69,60.88,60.32,0.036,2.70E-09,8.96E+08,167,25
4507,59.05,60.51,60.51,0.036,2.70E-09,8.96E+08,167,25
4517,58.69,60.51,60.69,0.036,2.70E-09,8.96E+08,167,25
4527,58.69,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
4537,58.87,60.14,59.59,0.036,2.70E-09,8.96E+08,167,25
4547,58.69,59.96,59.78,0.036,2.70E-09,8.96E+08,167,25
4558,58.87,60.88,60.32,0.036,2.70E-09,8.96E+08,167,25
4568,58.87,60.69,59.96,0.036,2.70E-09,8.96E+08,167,25
4578,59.05,60.88,60.32,0.036,2.70E-09,8.96E+08,167,25
4588,58.87,60.69,60.14,0.036,2.70E-09,8.96E+08,167,25
4598,59.23,60.14,60.32,0.036,2.70E-09,8.96E+08,167,25
4608,59.05,59.96,59.78,0.036,2.70E-09,8.96E+08,167,25
4618,59.23,59.41,59.41,0.036,2.70E-09,8.96E+08,167,25
4628,59.23,59.41,59.41,0.036,2.70E-09,8.96E+08,167,25
4638,59.05,59.78,59.41,0.036,2.70E-09,8.96E+08,167,25
4648,59.23,59.96,59.59,0.036,2.70E-09,8.96E+08,167,25
4658,59.05,59.96,59.59,0.036,2.70E-09,8.96E+08,167,25
4668,59.05,59.78,59.78,0.036,2.70E-09,8.96E+08,167,25
4678,59.05,59.78,59.78,0.036,2.70E-09,8.96E+08,167,25
4688,59.41,60.14,59.78,0.036,2.70E-09,8.96E+08,167,25
4698,59.41,60.51,60.14,0.036,2.70E-09,8.96E+08,167,25
4708,59.23,60.69,60.14,0.036,2.70E-09,8.96E+08,167,25
4718,59.23,60.69,59.96,0.036,2.70E-09,8.96E+08,167,25
4728,59.41,60.51,60.14,0.036,2.70E-09,8.96E+08,167,25
4738,59.05,60.69,60.14,0.036,2.70E-09,8.96E+08,167,25
4748,59.23,61.06,60.88,0.036,2.70E-09,8.96E+08,167,25
4758,59.59,61.62,61.43,0.036,2.70E-09,8.96E+08,167,25
4768,59.41,60.88,61.06,0.036,2.70E-09,8.96E+08,167,25
4778,59.41,60.14,60.14,0.036,2.70E-09,8.96E+08,167,25
4788,59.59,59.78,59.96,0.036,2.70E-09,8.96E+08,167,25
4798,59.59,59.59,59.96,0.036,2.70E-09,8.96E+08,167,25
4808,59.59,59.96,59.78,0.036,2.70E-09,8.96E+08,167,25
4818,59.59,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
4828,59.41,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
4838,59.78,60.14,59.96,0.036,2.70E-09,8.96E+08,167,25
4848,59.78,60.51,59.96,0.036,2.70E-09,8.96E+08,167,25
